sourceRow,applyOverride,Ngay thang,MaLop,TenLop,Giáo viên,TenThu,Buoi so,So_gio_GV,TenLop2,am/pm,Column1,notes
592,,,,,,T7,N,1,(+),(,11900,
593,,,,,,T7,N,1,(+),(,11900,
594,,,,,,T7,N,1,(+),(,11900,
595,,,,,,T7,N,1,(+),(,11900,
596,,,,,,T7,N,1,(+),(,11900,
597,,,,,,T7,N,1,(+),(,11900,
598,,,,,,T7,N,1,(+),(,11900,
599,,,,,,T7,N,1,(+),(,11900,
600,,,,,,T7,N,1,(+),(,11900,
601,,,,,,T7,N,1,(+),(,11900,
602,,,,,,T7,N,1,(+),(,11900,
603,,,,,,T7,N,1,(+),(,11900,
604,,,,,,T7,N,1,(+),(,11900,
605,,,,,,T7,N,1,(+),(,11900,
606,,,,,,T7,N,1,(+),(,11900,
607,,,,,,T7,N,1,(+),(,11900,
608,,,,,,T7,N,1,(+),(,11900,
609,,,,,,T7,N,1,(+),(,11900,
610,,,,,,T7,N,1,(+),(,11900,
611,,,,,,T7,N,1,(+),(,11900,
612,,,,,,T7,N,1,(+),(,11900,
613,,,,,,T7,N,1,(+),(,11900,
614,,,,,,T7,N,1,(+),(,11900,
615,,,,,,T7,N,1,(+),(,11900,
616,,,,,,T7,N,1,(+),(,11900,
617,,,,,,T7,N,1,(+),(,11900,
618,,,,,,T7,N,1,(+),(,11900,
619,,,,,,T7,N,1,(+),(,11900,
620,,,,,,T7,N,1,(+),(,11900,
621,,,,,,T7,N,1,(+),(,11900,
622,,,,,,T7,N,1,(+),(,11900,
623,,,,,,T7,N,1,(+),(,11900,
624,,,,,,T7,N,1,(+),(,11900,
625,,,,,,T7,N,1,(+),(,11900,
626,,,,,,T7,N,1,(+),(,11900,
627,,,,,,T7,N,1,(+),(,11900,
628,,,,,,T7,N,1,(+),(,11900,
629,,,,,,T7,N,1,(+),(,11900,
630,,,,,,T7,N,1,(+),(,11900,
631,,,,,,T7,N,1,(+),(,11900,
632,,,,,,T7,N,1,(+),(,11900,
633,,,,,,T7,N,1,(+),(,11900,
634,,,,,,T7,N,1,(+),(,11900,
635,,,,,,T7,N,1,(+),(,11900,
636,,,,,,T7,N,1,(+),(,11900,
637,,,,,,T7,N,1,(+),(,11900,
638,,,,,,T7,N,1,(+),(,11900,
639,,,,,,T7,N,1,(+),(,11900,
640,,,,,,T7,N,1,(+),(,11900,
641,,,,,,T7,N,1,(+),(,11900,
642,,,,,,T7,N,1,(+),(,11900,
643,,,,,,T7,N,1,(+),(,11900,
644,,,,,,T7,N,1,(+),(,11900,
645,,,,,,T7,N,1,(+),(,11900,
646,,,,,,T7,N,1,(+),(,11900,
647,,,,,,T7,N,1,(+),(,11900,
648,,,,,,T7,N,1,(+),(,11900,
649,,,,,,T7,N,1,(+),(,11900,
650,,,,,,T7,N,1,(+),(,11900,
651,,,,,,T7,N,1,(+),(,11900,
652,,,,,,T7,N,1,(+),(,11900,
653,,,,,,T7,N,1,(+),(,11900,
654,,,,,,T7,N,1,(+),(,11900,
655,,,,,,T7,N,1,(+),(,11900,
656,,,,,,T7,N,1,(+),(,11900,
657,,,,,,T7,N,1,(+),(,11900,
658,,,,,,T7,N,1,(+),(,11900,
659,,,,,,T7,N,1,(+),(,11900,
660,,,,,,T7,N,1,(+),(,11900,
661,,,,,,T7,N,1,(+),(,11900,
662,,,,,,T7,N,1,(+),(,11900,
663,,,,,,T7,N,1,(+),(,11900,
664,,,,,,T7,N,1,(+),(,11900,
665,,,,,,T7,N,1,(+),(,11900,
666,,,,,,T7,N,1,(+),(,11900,
667,,,,,,T7,N,1,(+),(,11900,
668,,,,,,T7,N,1,(+),(,11900,
669,,,,,,T7,N,1,(+),(,11900,
670,,,,,,T7,N,1,(+),(,11900,
671,,,,,,T7,N,1,(+),(,11900,
672,,,,,,T7,N,1,(+),(,11900,
673,,,,,,T7,N,1,(+),(,11900,
674,,,,,,T7,N,1,(+),(,11900,
675,,,,,,T7,N,1,(+),(,11900,
676,,,,,,T7,N,1,(+),(,11900,
677,,,,,,T7,N,1,(+),(,11900,
678,,,,,,T7,N,1,(+),(,11900,
679,,,,,,T7,N,1,(+),(,11900,
680,,,,,,T7,N,1,(+),(,11900,
681,,,,,,T7,N,1,(+),(,11900,
682,,,,,,T7,N,1,(+),(,11900,
683,,,,,,T7,N,1,(+),(,11900,
684,,,,,,T7,N,1,(+),(,11900,
685,,,,,,T7,N,1,(+),(,11900,
686,,,,,,T7,N,1,(+),(,11900,
687,,,,,,T7,N,1,(+),(,11900,
688,,,,,,T7,N,1,(+),(,11900,
689,,,,,,T7,N,1,(+),(,11900,
690,,,,,,T7,N,1,(+),(,11900,
691,,,,,,T7,N,1,(+),(,11900,
692,,,,,,T7,N,1,(+),(,11900,
693,,,,,,T7,N,1,(+),(,11900,
694,,,,,,T7,N,1,(+),(,11900,
695,,,,,,T7,N,1,(+),(,11900,
696,,,,,,T7,N,1,(+),(,11900,
697,,,,,,T7,N,1,(+),(,11900,
698,,,,,,T7,N,1,(+),(,11900,
699,,,,,,T7,N,1,(+),(,11900,
700,,,,,,T7,N,1,(+),(,11900,
701,,,,,,T7,N,1,(+),(,11900,
702,,,,,,T7,N,1,(+),(,11900,
703,,,,,,T7,N,1,(+),(,11900,
704,,,,,,T7,N,1,(+),(,11900,
705,,,,,,T7,N,1,(+),(,11900,
706,,,,,,T7,N,1,(+),(,11900,
707,,,,,,T7,N,1,(+),(,11900,
708,,,,,,T7,N,1,(+),(,11900,
709,,,,,,T7,N,1,(+),(,11900,
710,,,,,,T7,N,1,(+),(,11900,
711,,,,,,T7,N,1,(+),(,11900,
712,,,,,,T7,N,1,(+),(,11900,
713,,,,,,T7,N,1,(+),(,11900,
714,,,,,,T7,N,1,(+),(,11900,
715,,,,,,T7,N,1,(+),(,11900,
716,,,,,,T7,N,1,(+),(,11900,
717,,,,,,T7,N,1,(+),(,11900,
718,,,,,,T7,N,1,(+),(,11900,
719,,,,,,T7,N,1,(+),(,11900,
720,,,,,,T7,N,1,(+),(,11900,
721,,,,,,T7,N,1,(+),(,11900,
722,,,,,,T7,N,1,(+),(,11900,
723,,,,,,T7,N,1,(+),(,11900,
724,,,,,,T7,N,1,(+),(,11900,
725,,,,,,T7,N,1,(+),(,11900,
726,,,,,,T7,N,1,(+),(,11900,
727,,,,,,T7,N,1,(+),(,11900,
728,,,,,,T7,N,1,(+),(,11900,
729,,,,,,T7,N,1,(+),(,11900,
730,,,,,,T7,N,1,(+),(,11900,
731,,,,,,T7,N,1,(+),(,11900,
732,,,,,,T7,N,1,(+),(,11900,
733,,,,,,T7,N,1,(+),(,11900,
734,,,,,,T7,N,1,(+),(,11900,
735,,,,,,T7,N,1,(+),(,11900,
736,,,,,,T7,N,1,(+),(,11900,
737,,,,,,T7,N,1,(+),(,11900,
738,,,,,,T7,N,1,(+),(,11900,
739,,,,,,T7,N,1,(+),(,11900,
740,,,,,,T7,N,1,(+),(,11900,
741,,,,,,T7,N,1,(+),(,11900,
742,,,,,,T7,N,1,(+),(,11900,
743,,,,,,T7,N,1,(+),(,11900,
744,,,,,,T7,N,1,(+),(,11900,
745,,,,,,T7,N,1,(+),(,11900,
746,,,,,,T7,N,1,(+),(,11900,
747,,,,,,T7,N,1,(+),(,11900,
748,,,,,,T7,N,1,(+),(,11900,
749,,,,,,T7,N,1,(+),(,11900,
750,,,,,,T7,N,1,(+),(,11900,
751,,,,,,T7,N,1,(+),(,11900,
752,,,,,,T7,N,1,(+),(,11900,
753,,,,,,T7,N,1,(+),(,11900,
754,,,,,,T7,N,1,(+),(,11900,
755,,,,,,T7,N,1,(+),(,11900,
756,,,,,,T7,N,1,(+),(,11900,
757,,,,,,T7,N,1,(+),(,11900,
758,,,,,,T7,N,1,(+),(,11900,
759,,,,,,T7,N,1,(+),(,11900,
760,,,,,,T7,N,1,(+),(,11900,
761,,,,,,T7,N,1,(+),(,11900,
762,,,,,,T7,N,1,(+),(,11900,
763,,,,,,T7,N,1,(+),(,11900,
764,,,,,,T7,N,1,(+),(,11900,
765,,,,,,T7,N,1,(+),(,11900,
766,,,,,,T7,N,1,(+),(,11900,
767,,,,,,T7,N,1,(+),(,11900,
768,,,,,,T7,N,1,(+),(,11900,
769,,,,,,T7,N,1,(+),(,11900,
770,,,,,,T7,N,1,(+),(,11900,
771,,,,,,T7,N,1,(+),(,11900,
772,,,,,,T7,N,1,(+),(,11900,
773,,,,,,T7,N,1,(+),(,11900,
774,,,,,,T7,N,1,(+),(,11900,
775,,,,,,T7,N,1,(+),(,11900,
776,,,,,,T7,N,1,(+),(,11900,
777,,,,,,T7,N,1,(+),(,11900,
778,,,,,,T7,N,1,(+),(,11900,
779,,,,,,T7,N,1,(+),(,11900,
780,,,,,,T7,N,1,(+),(,11900,
781,,,,,,T7,N,1,(+),(,11900,
782,,,,,,T7,N,1,(+),(,11900,
783,,,,,,T7,N,1,(+),(,11900,
784,,,,,,T7,N,1,(+),(,11900,
785,,,,,,T7,N,1,(+),(,11900,
786,,,,,,T7,N,1,(+),(,11900,
787,,,,,,T7,N,1,(+),(,11900,
788,,,,,,T7,N,1,(+),(,11900,
789,,,,,,T7,N,1,(+),(,11900,
790,,,,,,T7,N,1,(+),(,11900,
791,,,,,,T7,N,1,(+),(,11900,
792,,,,,,T7,N,1,(+),(,11900,
793,,,,,,T7,N,1,(+),(,11900,
794,,,,,,T7,N,1,(+),(,11900,
795,,,,,,T7,N,1,(+),(,11900,
796,,,,,,T7,N,1,(+),(,11900,
797,,,,,,T7,N,1,(+),(,11900,
798,,,,,,T7,N,1,(+),(,11900,
799,,,,,,T7,N,1,(+),(,11900,
800,,,,,,T7,N,1,(+),(,11900,
801,,,,,,T7,N,1,(+),(,11900,
802,,,,,,T7,N,1,(+),(,11900,
803,,,,,,T7,N,1,(+),(,11900,
804,,,,,,T7,N,1,(+),(,11900,
805,,,,,,T7,N,1,(+),(,11900,
806,,,,,,T7,N,1,(+),(,11900,
807,,,,,,T7,N,1,(+),(,11900,
808,,,,,,T7,N,1,(+),(,11900,
809,,,,,,T7,N,1,(+),(,11900,
810,,,,,,T7,N,1,(+),(,11900,
811,,,,,,T7,N,1,(+),(,11900,
812,,,,,,T7,N,1,(+),(,11900,
813,,,,,,T7,N,1,(+),(,11900,
814,,,,,,T7,N,1,(+),(,11900,
815,,,,,,T7,N,1,(+),(,11900,
816,,,,,,T7,N,1,(+),(,11900,
817,,,,,,T7,N,1,(+),(,11900,
818,,,,,,T7,N,1,(+),(,11900,
819,,,,,,T7,N,1,(+),(,11900,
820,,,,,,T7,N,1,(+),(,11900,
821,,,,,,T7,N,1,(+),(,11900,
822,,,,,,T7,N,1,(+),(,11900,
823,,,,,,T7,N,1,(+),(,11900,
824,,,,,,T7,N,1,(+),(,11900,
825,,,,,,T7,N,1,(+),(,11900,
826,,,,,,T7,N,1,(+),(,11900,
827,,,,,,T7,N,1,(+),(,11900,
828,,,,,,T7,N,1,(+),(,11900,
829,,,,,,T7,N,1,(+),(,11900,
830,,,,,,T7,N,1,(+),(,11900,
831,,,,,,T7,N,1,(+),(,11900,
832,,,,,,T7,N,1,(+),(,11900,
833,,,,,,T7,N,1,(+),(,11900,
834,,,,,,T7,N,1,(+),(,11900,
835,,,,,,T7,N,1,(+),(,11900,
836,,,,,,T7,N,1,(+),(,11900,
837,,,,,,T7,N,1,(+),(,11900,
838,,,,,,T7,N,1,(+),(,11900,
839,,,,,,T7,N,1,(+),(,11900,
840,,,,,,T7,N,1,(+),(,11900,
841,,,,,,T7,N,1,(+),(,11900,
842,,,,,,T7,N,1,(+),(,11900,
843,,,,,,T7,N,1,(+),(,11900,
844,,,,,,T7,N,1,(+),(,11900,
845,,,,,,T7,N,1,(+),(,11900,
846,,,,,,T7,N,1,(+),(,11900,
847,,,,,,T7,N,1,(+),(,11900,
848,,,,,,T7,N,1,(+),(,11900,
849,,,,,,T7,N,1,(+),(,11900,
850,,,,,,T7,N,1,(+),(,11900,
851,,,,,,T7,N,1,(+),(,11900,
852,,,,,,T7,N,1,(+),(,11900,
853,,,,,,T7,N,1,(+),(,11900,
854,,,,,,T7,N,1,(+),(,11900,
855,,,,,,T7,N,1,(+),(,11900,
856,,,,,,T7,N,1,(+),(,11900,
857,,,,,,T7,N,1,(+),(,11900,
858,,,,,,T7,N,1,(+),(,11900,
859,,,,,,T7,N,1,(+),(,11900,
860,,,,,,T7,N,1,(+),(,11900,
861,,,,,,T7,N,1,(+),(,11900,
862,,,,,,T7,N,1,(+),(,11900,
863,,,,,,T7,N,1,(+),(,11900,
864,,,,,,T7,N,1,(+),(,11900,
865,,,,,,T7,N,1,(+),(,11900,
866,,,,,,T7,N,1,(+),(,11900,
867,,,,,,T7,N,1,(+),(,11900,
868,,,,,,T7,N,1,(+),(,11900,
869,,,,,,T7,N,1,(+),(,11900,
870,,,,,,T7,N,1,(+),(,11900,
871,,,,,,T7,N,1,(+),(,11900,
872,,,,,,T7,N,1,(+),(,11900,
873,,,,,,T7,N,1,(+),(,11900,
874,,,,,,T7,N,1,(+),(,11900,
875,,,,,,T7,N,1,(+),(,11900,
876,,,,,,T7,N,1,(+),(,11900,
877,,,,,,T7,N,1,(+),(,11900,
878,,,,,,T7,N,1,(+),(,11900,
879,,,,,,T7,N,1,(+),(,11900,
880,,,,,,T7,N,1,(+),(,11900,
881,,,,,,T7,N,1,(+),(,11900,
882,,,,,,T7,N,1,(+),(,11900,
883,,,,,,T7,N,1,(+),(,11900,
884,,,,,,T7,N,1,(+),(,11900,
885,,,,,,T7,N,1,(+),(,11900,
886,,,,,,T7,N,1,(+),(,11900,
887,,,,,,T7,N,1,(+),(,11900,
888,,,,,,T7,N,1,(+),(,11900,
889,,,,,,T7,N,1,(+),(,11900,
890,,,,,,T7,N,1,(+),(,11900,
891,,,,,,T7,N,1,(+),(,11900,
892,,,,,,T7,N,1,(+),(,11900,
893,,,,,,T7,N,1,(+),(,11900,
894,,,,,,T7,N,1,(+),(,11900,
895,,,,,,T7,N,1,(+),(,11900,
896,,,,,,T7,N,1,(+),(,11900,
897,,,,,,T7,N,1,(+),(,11900,
898,,,,,,T7,N,1,(+),(,11900,
899,,,,,,T7,N,1,(+),(,11900,
900,,,,,,T7,N,1,(+),(,11900,
901,,,,,,T7,N,1,(+),(,11900,
902,,,,,,T7,N,1,(+),(,11900,
903,,,,,,T7,N,1,(+),(,11900,
904,,,,,,T7,N,1,(+),(,11900,
905,,,,,,T7,N,1,(+),(,11900,
906,,,,,,T7,N,1,(+),(,11900,
907,,,,,,T7,N,1,(+),(,11900,
908,,,,,,T7,N,1,(+),(,11900,
909,,,,,,T7,N,1,(+),(,11900,
910,,,,,,T7,N,1,(+),(,11900,
911,,,,,,T7,N,1,(+),(,11900,
912,,,,,,T7,N,1,(+),(,11900,
913,,,,,,T7,N,1,(+),(,11900,
914,,,,,,T7,N,1,(+),(,11900,
915,,,,,,T7,N,1,(+),(,11900,
916,,,,,,T7,N,1,(+),(,11900,
917,,,,,,T7,N,1,(+),(,11900,
918,,,,,,T7,N,1,(+),(,11900,
919,,,,,,T7,N,1,(+),(,11900,
920,,,,,,T7,N,1,(+),(,11900,
921,,,,,,T7,N,1,(+),(,11900,
922,,,,,,T7,N,1,(+),(,11900,
923,,,,,,T7,N,1,(+),(,11900,
924,,,,,,T7,N,1,(+),(,11900,
925,,,,,,T7,N,1,(+),(,11900,
926,,,,,,T7,N,1,(+),(,11900,
927,,,,,,T7,N,1,(+),(,11900,
928,,,,,,T7,N,1,(+),(,11900,
929,,,,,,T7,N,1,(+),(,11900,
930,,,,,,T7,N,1,(+),(,11900,
931,,,,,,T7,N,1,(+),(,11900,
932,,,,,,T7,N,1,(+),(,11900,
933,,,,,,T7,N,1,(+),(,11900,
934,,,,,,T7,N,1,(+),(,11900,
935,,,,,,T7,N,1,(+),(,11900,
936,,,,,,T7,N,1,(+),(,11900,
937,,,,,,T7,N,1,(+),(,11900,
938,,,,,,T7,N,1,(+),(,11900,
939,,,,,,T7,N,1,(+),(,11900,
940,,,,,,T7,N,1,(+),(,11900,
941,,,,,,T7,N,1,(+),(,11900,
942,,,,,,T7,N,1,(+),(,11900,
943,,,,,,T7,N,1,(+),(,11900,
944,,,,,,T7,N,1,(+),(,11900,
945,,,,,,T7,N,1,(+),(,11900,
946,,,,,,T7,N,1,(+),(,11900,
947,,,,,,T7,N,1,(+),(,11900,
948,,,,,,T7,N,1,(+),(,11900,
949,,,,,,T7,N,1,(+),(,11900,
950,,,,,,T7,N,1,(+),(,11900,
951,,,,,,T7,N,1,(+),(,11900,
952,,,,,,T7,N,1,(+),(,11900,
953,,,,,,T7,N,1,(+),(,11900,
954,,,,,,T7,N,1,(+),(,11900,
955,,,,,,T7,N,1,(+),(,11900,
956,,,,,,T7,N,1,(+),(,11900,
957,,,,,,T7,N,1,(+),(,11900,
958,,,,,,T7,N,1,(+),(,11900,
959,,,,,,T7,N,1,(+),(,11900,
960,,,,,,T7,N,1,(+),(,11900,
961,,,,,,T7,N,1,(+),(,11900,
962,,,,,,T7,N,1,(+),(,11900,
963,,,,,,T7,N,1,(+),(,11900,
964,,,,,,T7,N,1,(+),(,11900,
965,,,,,,T7,N,1,(+),(,11900,
966,,,,,,T7,N,1,(+),(,11900,
967,,,,,,T7,N,1,(+),(,11900,
968,,,,,,T7,N,1,(+),(,11900,
969,,,,,,T7,N,1,(+),(,11900,
970,,,,,,T7,N,1,(+),(,11900,
971,,,,,,T7,N,1,(+),(,11900,
972,,,,,,T7,N,1,(+),(,11900,
973,,,,,,T7,N,1,(+),(,11900,
974,,,,,,T7,N,1,(+),(,11900,
975,,,,,,T7,N,1,(+),(,11900,
976,,,,,,T7,N,1,(+),(,11900,
977,,,,,,T7,N,1,(+),(,11900,
978,,,,,,T7,N,1,(+),(,11900,
979,,,,,,T7,N,1,(+),(,11900,
980,,,,,,T7,N,1,(+),(,11900,
981,,,,,,T7,N,1,(+),(,11900,
982,,,,,,T7,N,1,(+),(,11900,
983,,,,,,T7,N,1,(+),(,11900,
984,,,,,,T7,N,1,(+),(,11900,
985,,,,,,T7,N,1,(+),(,11900,
986,,,,,,T7,N,1,(+),(,11900,
987,,,,,,T7,N,1,(+),(,11900,
988,,,,,,T7,N,1,(+),(,11900,
989,,,,,,T7,N,1,(+),(,11900,
990,,,,,,T7,N,1,(+),(,11900,
991,,,,,,T7,N,1,(+),(,11900,
992,,,,,,T7,N,1,(+),(,11900,
993,,,,,,T7,N,1,(+),(,11900,
994,,,,,,T7,N,1,(+),(,11900,
995,,,,,,T7,N,1,(+),(,11900,
996,,,,,,T7,N,1,(+),(,11900,
997,,,,,,T7,N,1,(+),(,11900,
998,,,,,,T7,N,1,(+),(,11900,
999,,,,,,T7,N,1,(+),(,11900,
1000,,,,,,T7,N,1,(+),(,11900,
1001,,,,,,T7,N,1,(+),(,11900,
1002,,,,,,T7,N,1,(+),(,11900,
1003,,,,,,T7,N,1,(+),(,11900,
1004,,,,,,T7,N,1,(+),(,11900,
1005,,,,,,T7,N,1,(+),(,11900,
1006,,,,,,T7,N,1,(+),(,11900,
1007,,,,,,T7,N,1,(+),(,11900,
1008,,,,,,T7,N,1,(+),(,11900,
1009,,,,,,T7,N,1,(+),(,11900,
1010,,,,,,T7,N,1,(+),(,11900,
1011,,,,,,T7,N,1,(+),(,11900,
1012,,,,,,T7,N,1,(+),(,11900,
1013,,,,,,T7,N,1,(+),(,11900,
1014,,,,,,T7,N,1,(+),(,11900,
1015,,,,,,T7,N,1,(+),(,11900,
1016,,,,,,T7,N,1,(+),(,11900,
1017,,,,,,T7,N,1,(+),(,11900,
1018,,,,,,T7,N,1,(+),(,11900,
1019,,,,,,T7,N,1,(+),(,11900,
1020,,,,,,T7,N,1,(+),(,11900,
1021,,,,,,T7,N,1,(+),(,11900,
1022,,,,,,T7,N,1,(+),(,11900,
1023,,,,,,T7,N,1,(+),(,11900,
1024,,,,,,T7,N,1,(+),(,11900,
1025,,,,,,T7,N,1,(+),(,11900,
1026,,,,,,T7,N,1,(+),(,11900,
1027,,,,,,T7,N,1,(+),(,11900,
1028,,,,,,T7,N,1,(+),(,11900,
1029,,,,,,T7,N,1,(+),(,11900,
1030,,,,,,T7,N,1,(+),(,11900,
1031,,,,,,T7,N,1,(+),(,11900,
1032,,,,,,T7,N,1,(+),(,11900,
1033,,,,,,T7,N,1,(+),(,11900,
1034,,,,,,T7,N,1,(+),(,11900,
1035,,,,,,T7,N,1,(+),(,11900,
1036,,,,,,T7,N,1,(+),(,11900,
1037,,,,,,T7,N,1,(+),(,11900,
1038,,,,,,T7,N,1,(+),(,11900,
1039,,,,,,T7,N,1,(+),(,11900,
1040,,,,,,T7,N,1,(+),(,11900,
1041,,,,,,T7,N,1,(+),(,11900,
1042,,,,,,T7,N,1,(+),(,11900,
1043,,,,,,T7,N,1,(+),(,11900,
1044,,,,,,T7,N,1,(+),(,11900,
1045,,,,,,T7,N,1,(+),(,11900,
1046,,,,,,T7,N,1,(+),(,11900,
1047,,,,,,T7,N,1,(+),(,11900,
1048,,,,,,T7,N,1,(+),(,11900,
1049,,,,,,T7,N,1,(+),(,11900,
1050,,,,,,T7,N,1,(+),(,11900,
1051,,,,,,T7,N,1,(+),(,11900,
1052,,,,,,T7,N,1,(+),(,11900,
1053,,,,,,T7,N,1,(+),(,11900,
1054,,,,,,T7,N,1,(+),(,11900,
1055,,,,,,T7,N,1,(+),(,11900,
1056,,,,,,T7,N,1,(+),(,11900,
1057,,,,,,T7,N,1,(+),(,11900,
1058,,,,,,T7,N,1,(+),(,11900,
1059,,,,,,T7,N,1,(+),(,11900,
1060,,,,,,T7,N,1,(+),(,11900,
1061,,,,,,T7,N,1,(+),(,11900,
1062,,,,,,T7,N,1,(+),(,11900,
1063,,,,,,T7,N,1,(+),(,11900,
1064,,,,,,T7,N,1,(+),(,11900,
1065,,,,,,T7,N,1,(+),(,11900,
1066,,,,,,T7,N,1,(+),(,11900,
1067,,,,,,T7,N,1,(+),(,11900,
1068,,,,,,T7,N,1,(+),(,11900,
1069,,,,,,T7,N,1,(+),(,11900,
1070,,,,,,T7,N,1,(+),(,11900,
1071,,,,,,T7,N,1,(+),(,11900,
1072,,,,,,T7,N,1,(+),(,11900,
1073,,,,,,T7,N,1,(+),(,11900,
1074,,,,,,T7,N,1,(+),(,11900,
1075,,,,,,T7,N,1,(+),(,11900,
1076,,,,,,T7,N,1,(+),(,11900,
1077,,,,,,T7,N,1,(+),(,11900,
1078,,,,,,T7,N,1,(+),(,11900,
1079,,,,,,T7,N,1,(+),(,11900,
1080,,,,,,T7,N,1,(+),(,11900,
1081,,,,,,T7,N,1,(+),(,11900,
1082,,,,,,T7,N,1,(+),(,11900,
1083,,,,,,T7,N,1,(+),(,11900,
1084,,,,,,T7,N,1,(+),(,11900,
1085,,,,,,T7,N,1,(+),(,11900,
1086,,,,,,T7,N,1,(+),(,11900,
1087,,,,,,T7,N,1,(+),(,11900,
1088,,,,,,T7,N,1,(+),(,11900,
1089,,,,,,T7,N,1,(+),(,11900,
1090,,,,,,T7,N,1,(+),(,11900,
1091,,,,,,T7,N,1,(+),(,11900,
1092,,,,,,T7,N,1,(+),(,11900,
1093,,,,,,T7,N,1,(+),(,11900,
1094,,,,,,T7,N,1,(+),(,11900,
1095,,,,,,T7,N,1,(+),(,11900,
1096,,,,,,T7,N,1,(+),(,11900,
1097,,,,,,T7,N,1,(+),(,11900,
1098,,,,,,T7,N,1,(+),(,11900,
1099,,,,,,T7,N,1,(+),(,11900,
1100,,,,,,T7,N,1,(+),(,11900,
1101,,,,,,T7,N,1,(+),(,11900,
1102,,,,,,T7,N,1,(+),(,11900,
1103,,,,,,T7,N,1,(+),(,11900,
1104,,,,,,T7,N,1,(+),(,11900,
1105,,,,,,T7,N,1,(+),(,11900,
1106,,,,,,T7,N,1,(+),(,11900,
1107,,,,,,T7,N,1,(+),(,11900,
1108,,,,,,T7,N,1,(+),(,11900,
1109,,,,,,T7,N,1,(+),(,11900,
1110,,,,,,T7,N,1,(+),(,11900,
1111,,,,,,T7,N,1,(+),(,11900,
1112,,,,,,T7,N,1,(+),(,11900,
1113,,,,,,T7,N,1,(+),(,11900,
1114,,,,,,T7,N,1,(+),(,11900,
1115,,,,,,T7,N,1,(+),(,11900,
1116,,,,,,T7,N,1,(+),(,11900,
1117,,,,,,T7,N,1,(+),(,11900,
1118,,,,,,T7,N,1,(+),(,11900,
1119,,,,,,T7,N,1,(+),(,11900,
1120,,,,,,T7,N,1,(+),(,11900,
1121,,,,,,T7,N,1,(+),(,11900,
1122,,,,,,T7,N,1,(+),(,11900,
1123,,,,,,T7,N,1,(+),(,11900,
1124,,,,,,T7,N,1,(+),(,11900,
1125,,,,,,T7,N,1,(+),(,11900,
1126,,,,,,T7,N,1,(+),(,11900,
1127,,,,,,T7,N,1,(+),(,11900,
1128,,,,,,T7,N,1,(+),(,11900,
1129,,,,,,T7,N,1,(+),(,11900,
1130,,,,,,T7,N,1,(+),(,11900,
1131,,,,,,T7,N,1,(+),(,11900,
1132,,,,,,T7,N,1,(+),(,11900,
1133,,,,,,T7,N,1,(+),(,11900,
1134,,,,,,T7,N,1,(+),(,11900,
1135,,,,,,T7,N,1,(+),(,11900,
1136,,,,,,T7,N,1,(+),(,11900,
1137,,,,,,T7,N,1,(+),(,11900,
1138,,,,,,T7,N,1,(+),(,11900,
1139,,,,,,T7,N,1,(+),(,11900,
1140,,,,,,T7,N,1,(+),(,11900,
1141,,,,,,T7,N,1,(+),(,11900,
1142,,,,,,T7,N,1,(+),(,11900,
1143,,,,,,T7,N,1,(+),(,11900,
1144,,,,,,T7,N,1,(+),(,11900,
1145,,,,,,T7,N,1,(+),(,11900,
1146,,,,,,T7,N,1,(+),(,11900,
1147,,,,,,T7,N,1,(+),(,11900,
1148,,,,,,T7,N,1,(+),(,11900,
1149,,,,,,T7,N,1,(+),(,11900,
1150,,,,,,T7,N,1,(+),(,11900,
1151,,,,,,T7,N,1,(+),(,11900,
1152,,,,,,T7,N,1,(+),(,11900,
1153,,,,,,T7,N,1,(+),(,11900,
1154,,,,,,T7,N,1,(+),(,11900,
1155,,,,,,T7,N,1,(+),(,11900,
1156,,,,,,T7,N,1,(+),(,11900,
1157,,,,,,T7,N,1,(+),(,11900,
1158,,,,,,T7,N,1,(+),(,11900,
1159,,,,,,T7,N,1,(+),(,11900,
1160,,,,,,T7,N,1,(+),(,11900,
1161,,,,,,T7,N,1,(+),(,11900,
1162,,,,,,T7,N,1,(+),(,11900,
1163,,,,,,T7,N,1,(+),(,11900,
1164,,,,,,T7,N,1,(+),(,11900,
1165,,,,,,T7,N,1,(+),(,11900,
1166,,,,,,T7,N,1,(+),(,11900,
1167,,,,,,T7,N,1,(+),(,11900,
1168,,,,,,T7,N,1,(+),(,11900,
1169,,,,,,T7,N,1,(+),(,11900,
1170,,,,,,T7,N,1,(+),(,11900,
1171,,,,,,T7,N,1,(+),(,11900,
1172,,,,,,T7,N,1,(+),(,11900,
1173,,,,,,T7,N,1,(+),(,11900,
1174,,,,,,T7,N,1,(+),(,11900,
1175,,,,,,T7,N,1,(+),(,11900,
1176,,,,,,T7,N,1,(+),(,11900,
1177,,,,,,T7,N,1,(+),(,11900,
1178,,,,,,T7,N,1,(+),(,11900,
1179,,,,,,T7,N,1,(+),(,11900,
1180,,,,,,T7,N,1,(+),(,11900,
1181,,,,,,T7,N,1,(+),(,11900,
1182,,,,,,T7,N,1,(+),(,11900,
1183,,,,,,T7,N,1,(+),(,11900,
1184,,,,,,T7,N,1,(+),(,11900,
1185,,,,,,T7,N,1,(+),(,11900,
1186,,,,,,T7,N,1,(+),(,11900,
1187,,,,,,T7,N,1,(+),(,11900,
1188,,,,,,T7,N,1,(+),(,11900,
