sheet,table,range,column_index,excel_column,field_name,classification,inferred_type,formula_count,value_count,error_count,sample_values,formula_signatures,confidence,required,web_mapping,validation,source_status
DSHV,T_HV,E4:BU427,38,AP,2,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,39,AQ,1,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,40,AR,13,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,41,AS,T1,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,42,AT,T2,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,43,AU,T3,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,44,AV,T4,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,45,AW,T5,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,46,AX,T6,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,47,AY,T7,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,48,AZ,T8,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,49,BA,T9,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,50,BB,T10,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,51,BC,T11,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,52,BD,T12,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,53,BE,T13,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,54,BF,T14,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,55,BG,T15,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,56,BH,T16,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,57,BI,T17,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,58,BJ,T18,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,59,BK,T19,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,60,BL,T20,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,61,BM,T21,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,62,BN,T22,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,63,BO,T23,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,64,BP,T24,CALCULATED,number/Excel serial,423,423,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,65,BQ,14,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,66,BR,15,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,67,BS,16,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,68,BT,17,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSHV,T_HV,E4:BU427,69,BU,18,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,1,E,STT,MIXED,number/Excel serial,3903,5967,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,2,F,MaLop,MIXED,text,3903,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,3,G,TenLop,MIXED,text,3903,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,4,H,Ten HV,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,5,I,HP Tháng,INPUT/MASTER,date/datetime (xác minh),0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,6,J,Buoi tru,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,7,K,HP dau ky,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,8,L,HB dieu chinh,INPUT/MASTER,number/Excel serial,0,4,0,0.3 | 0.05,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,9,M,HP thang hien tai,MIXED,text,3903,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,10,N,TienGiaoTrinh,MIXED,number/Excel serial,3903,5967,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,11,O,TongHP,MIXED,text,3903,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,12,P,TienNop,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,13,Q,Con lai,MIXED,text,3903,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,14,R,HP ton thang truoc,MIXED,text,3903,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,15,S,NgayNopTien,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,16,T,HinhThucTT,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,17,U,Người nhận,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,18,V,GhiChu,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,19,W,Tình trạng đóng học phí,MIXED,decimal/currency,3902,5967,0,Đã TT đủ,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,20,X,Ten&Sdt,MIXED,text,3902,5967,5967,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,21,Y,Column1,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,22,Z,MaSo,MIXED,text,3902,5967,5967,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,23,AA,TT học,MIXED,text,3902,5967,5967,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,24,AB,Thang va ho ten,CALCULATED,text,5967,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,25,AC,Ho ten,MIXED,text,3902,5967,5967,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,26,AD,Ngay NH,MIXED,text,3902,5967,5967,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,27,AE,Ngay KT,MIXED,text,3902,5967,5967,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,28,AF,ĐG,MIXED,text,3902,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,29,AG,So buoi,MIXED,text,3902,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,30,AH,Buoi nghi,MIXED,text,3902,5967,5967,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,31,AI,Hoc bong,MIXED,text,3902,5967,5967,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,32,AJ,Cong don,MIXED,number/Excel serial,3902,5967,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,33,AK,Tuan TT,MIXED,text,3902,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,34,AL,Thang thanh toan,MIXED,text,3902,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,35,AM,Column4,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,36,AN,Thang (1),CALCULATED,number/Excel serial,5967,5967,0,1,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,37,AO,Số buổi (1),MIXED,text,3902,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,38,AP,Học phí (1),CALCULATED,decimal/currency,5967,5967,5967,#VALUE!,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,39,AQ,Thang (2),CALCULATED,number/Excel serial,5967,5967,0,2,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,40,AR,Số buổi (2),MIXED,text,3902,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,41,AS,Học phí (2),CALCULATED,decimal/currency,5967,5967,5967,#VALUE!,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,42,AT,Cộng dồn (2),CALCULATED,text,5967,5967,5967,#VALUE!,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,43,AU,cghj,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
TheoDoiHP,T_HP,E3:AV5971,44,AV,Column2,MIXED,text,3902,5967,5967,#REF! | #N/A,1,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,1,AI,STT,CALCULATED,number/Excel serial,170,170,0,1 | 2 | 3,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,2,AJ,MaLop,INPUT/MASTER,text,0,104,0,FF | UP | VINS,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,3,AK,TenSach,INPUT/MASTER,text,0,104,0,First Friends 2 - Activity | First Friends 2 - Classbook | Bài tập tô màu FF2,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,4,AL,Column4,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,5,AM,DonGia,INPUT/MASTER,number/Excel serial,0,104,0,40000 | 60000 | 50000,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,6,AN,Column3,CALCULATED,number/Excel serial,170,170,0,0,1,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,7,AO,Column1,CALCULATED,number/Excel serial,170,170,0,0,1,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,8,AP,Column2,CALCULATED,number/Excel serial,170,170,0,0,2,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,9,AQ,Số Lượng,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachTon,AI6:AR176,10,AR,GhiChu,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,1,U,Ngày tháng,INPUT/MASTER,date/datetime (xác minh),0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,2,V,Malop,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,3,W,TenSach,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,4,X,SL nhập,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,5,Y,Người nhập,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,6,Z,Người giao,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,7,AA,Tổng tiền,CALCULATED,decimal/currency,163,163,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,8,AB,Ghi chú,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,9,AC,Đơn giá,INPUT/MASTER,decimal/currency,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,10,AD,Tình trạng sử dụng,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,11,AE,Column1,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,12,AF,Tháng nhập,CALCULATED,date/datetime (xác minh),163,163,0,1,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachNhap,U6:AG169,13,AG,Column2,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,1,E,STT,CALCULATED,number/Excel serial,2477,2477,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,2,F,MaLop,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,3,G,TenLop,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,4,H,TenHV&MaHV,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,5,I,TenSach,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,6,J,NgayThang,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,7,K,Column3,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,8,L,SL,INPUT/MASTER,number/Excel serial,0,2472,0,1,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,9,M,DonGia,CALCULATED,text,2477,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,10,N,TienGiaoTrinh,CALCULATED,text,2477,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,11,O,TTTien,CALCULATED,text,2477,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,12,P,GhiChu,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,13,Q,Column1,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,14,R,Tháng xuất,CALCULATED,date/datetime (xác minh),2477,2477,0,1,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
XuatNhapSach,T_SachXuat,E6:S2483,15,S,Column2,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,1,O,Ngày tháng,INPUT/MASTER,date/datetime (xác minh),0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,2,P,Loại chi,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,3,Q,Chi tiết các loại,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,4,R,Diễn giải,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,5,S,Column2,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,6,T,Số tiền,INPUT/MASTER,decimal/currency,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,7,U,Người thu/chi,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,8,V,Ghi chú,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,9,W,Tháng chi,CALCULATED,date/datetime (xác minh),317,317,0,1900-1,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Chi,O5:X322,10,X,Tuan chi,CALCULATED,text,317,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_PhanLoai,AL4:AQ26,1,AL,LoaiHinh,INPUT/MASTER,text,0,22,0,Chi | Thu,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_PhanLoai,AL4:AQ26,2,AM,TenThuChi,INPUT/MASTER,text,0,22,0,"Văn phòng | Giáo trình | Điện, nước, internet",0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_PhanLoai,AL4:AQ26,3,AN,ChiTietLoai,INPUT/MASTER,text,0,20,0,"Văn phòng phẩm, dồ dùng | Tiền mua giáo trình | Tiền Internet, tiền điện, nước",0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_PhanLoai,AL4:AQ26,4,AO,GhiChu,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
