sheet,table,field,signature,example,count,rule_id,status
DSHV,T_HV,HocPhi/Buoi,"IFERROR(INDEX(T_DSLop[],MATCH(T_HV[[#This Row],[TenLop]],T_DSLop[TenLop],{n}),MATCH(T_HV[[#Headers],[HocPhi/Buoi]],T_DSLop[#Headers],{n})),"""")","IFERROR(INDEX(T_DSLop[],MATCH(T_HV[[#This Row],[TenLop]],T_DSLop[TenLop],0),MATCH(T_HV[[#Headers],[HocPhi/Buoi]],T_DSLop[#Headers],0)),"""")",423,FR-0049,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,Tinh trang HP,"IF(T_HV[[#This Row],[HP tồn]]<{n},""Dư HP"",IF(T_HV[[#This Row],[HP tồn]]>{n},""Nợ HP"",""Đóng đủ""))","IF(T_HV[[#This Row],[HP tồn]]<0,""Dư HP"",IF(T_HV[[#This Row],[HP tồn]]>0,""Nợ HP"",""Đóng đủ""))",423,FR-0050,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,Tháng học,"IF(T_HV[[#This Row],[Ngay nhap]]="""","""",YEAR(T_HV[[#This Row],[Ngay nhap]])&""-""&MONTH(T_HV[[#This Row],[Ngay nhap]]))","IF(T_HV[[#This Row],[Ngay nhap]]="""","""",YEAR(T_HV[[#This Row],[Ngay nhap]])&""-""&MONTH(T_HV[[#This Row],[Ngay nhap]]))",423,FR-0051,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,Tuần học,"WEEKNUM(T_HV[[#This Row],[Ngay nhap]],{n})","WEEKNUM(T_HV[[#This Row],[Ngay nhap]],2)",423,FR-0052,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,Tuần nghỉ,"IF(T_HV[[#This Row],[Ngay nghi]]="""","""",WEEKNUM(T_HV[[#This Row],[Ngay nghi]],{n}))","IF(T_HV[[#This Row],[Ngay nghi]]="""","""",WEEKNUM(T_HV[[#This Row],[Ngay nghi]],2))",423,FR-0053,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,Tháng nghỉ học,"IF(T_HV[[#This Row],[Ngay nghi]]="""","""",YEAR(T_HV[[#This Row],[Ngay nghi]])&""-""&MONTH(T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]="""","""",YEAR(T_HV[[#This Row],[Ngay nghi]])&""-""&MONTH(T_HV[[#This Row],[Ngay nghi]]))",423,FR-0054,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,12,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AF{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AF{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AF$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AF$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0055,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,11,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AG{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AG{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AG$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AG$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0056,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,10,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AH{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AH{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AH$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AH$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0057,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,9,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AI{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AI{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AI$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AI$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0058,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,8,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AJ{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AJ{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AJ$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AJ$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0059,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,7,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AK{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AK{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AK$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AK$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0060,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,6,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AL{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AL{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AL$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AL$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0061,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,5,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AM{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AM{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AM$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AM$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0062,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,4,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AN{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AN{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AN$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AN$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0063,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,3,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AO{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AO{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AO$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AO$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0064,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,2,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AP{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AP{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AP$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AP$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0065,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,1,"IF(T_HV[[#This Row],[Ngay nghi]]={n},COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AQ{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],AQ{row},T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))","IF(T_HV[[#This Row],[Ngay nghi]]=0,COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AQ$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]]),COUNTIFS(T_ChiTietLop[TenLop],T_HV[[#This Row],[TenLop]],T_ChiTietLop[Tháng],$AQ$2,T_ChiTietLop[Ngay thang],"">=""&T_HV[[#This Row],[Ngay nhap]],T_ChiTietLop[Ngay thang],""<""&T_HV[[#This Row],[Ngay nghi]]))",423,FR-0066,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T1,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!AS{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$AS$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0067,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T2,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!AT{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$AT$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0068,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T3,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!AU{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$AU$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0069,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T4,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!AV{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$AV$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0070,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T5,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!AW{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$AW$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0071,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T6,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!AX{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$AX$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0072,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T7,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!AY{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$AY$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0073,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T8,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!AZ{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$AZ$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0074,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T9,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!BA{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$BA$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0075,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T10,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!BB{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$BB$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0076,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T11,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!BC{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$BC$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0077,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T12,"SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!BD{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[TongHP],T_HP[Thang va ho ten],DSHV!$BD$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0078,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T13,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BE{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BE$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0079,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T14,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BF{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BF$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0080,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T15,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BG{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BG$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0081,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T16,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BH{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BH$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0082,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T17,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BI{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BI$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0083,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T18,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BJ{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BJ$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0084,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T19,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BK{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BK$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0085,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T20,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BL{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BL$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0086,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T21,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BM{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BM$33&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0087,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T22,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BN{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BN$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0088,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T23,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BO{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BO$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0089,Cần chuyển thành Business Rule và UAT
DSHV,T_HV,T24,"SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!BP{row}&T_HV[[#This Row],[TenHV&MaHV]])","SUMIFS(T_HP[Con lai],T_HP[Thang va ho ten],DSHV!$BP$3&T_HV[[#This Row],[TenHV&MaHV]])",423,FR-0090,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,STT,"IF(T_HP[[#This Row],[MaLop]]="""",{n},COUNTA(F{row}:F{row}))","IF(T_HP[[#This Row],[MaLop]]="""",0,COUNTA($F$4:$F4))",3903,FR-0091,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,MaLop,"IFERROR(IF(INDEX(T_HV[[MaLop]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),{n})="""","""",INDEX(T_HV[[MaLop]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),{n})),"""")","IFERROR(IF(INDEX(T_HV[[MaLop]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),1)="""","""",INDEX(T_HV[[MaLop]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),1)),"""")",3903,FR-0092,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,TenLop,"IFERROR(INDEX(T_HV[[MaLop]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),{n}),"""")","IFERROR(INDEX(T_HV[[MaLop]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),2),"""")",3903,FR-0093,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,HP thang hien tai,"IFERROR((T_HP[[#This Row],[So buoi]]-T_HP[[#This Row],[Buoi nghi]]-T_HP[[#This Row],[Buoi tru]])*T_HP[[#This Row],[ĐG]],"""")","IFERROR((T_HP[[#This Row],[So buoi]]-T_HP[[#This Row],[Buoi nghi]]-T_HP[[#This Row],[Buoi tru]])*T_HP[[#This Row],[ĐG]],"""")",3903,FR-0094,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,TienGiaoTrinh,"SUMIFS(T_SachXuat[TienGiaoTrinh],T_SachXuat[TenHV&MaHV],T_HP[[#This Row],[Ten HV]],T_SachXuat[Tháng xuất],T_HP[[#This Row],[HP Tháng]])","SUMIFS(T_SachXuat[TienGiaoTrinh],T_SachXuat[TenHV&MaHV],T_HP[[#This Row],[Ten HV]],T_SachXuat[Tháng xuất],T_HP[[#This Row],[HP Tháng]])",3903,FR-0095,Cần chuyển thành Business Rule và UAT
